Users;Department;Position;Local admin privileges;Domain admin privileges;Service admin;Development and admin tools available;OS;AV protection;Posession of data on security and administration;Key business role;Internet access;Confidential information;Science and technology information;Production info;Management info;Financial info;Market info;Price info;Partner info;Security management info;Personal data;ÄÑÏ (rus);24 x 7 working hours;High performance applications;Interactions with external IS;Electronic eternal information exchange;Initial qualification;Number of projects;Project 6;Project 21;Project 27;Project 33;Project 41;Project 44;Project 46;Project 47;Project 49;Project 60
User 467;Department 13;Position 85;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 468;Department 46;Position 113;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 469;Department 50;Position 167;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 470;Department 20;Position 78;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 471;Department 31;Position 9;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;programmer;4;0;1;0;0;0;0;0;0;1;0
User 472;Department 31;Position 9;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;4;0;1;0;0;0;0;0;0;1;0
User 473;Department 21;Position 5;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 474;Department 15;Position 107;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 475;Department 7;Position 28;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;user;0;0;0;0;0;0;0;0;0;0;0
User 476;Department 46;Position 111;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 477;Department 46;Position 111;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;3;1;0;0;0;0;0;0;0;0;0
User 478;Department 22;Position 80;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 479;Department 40;Position 124;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 480;Department 37;Position 121;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 481;Department 22;Position 86;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 482;Department 14;Position 226;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 483;Department 30;Position 13;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;8;0;0;0;0;0;0;0;0;0;0
User 484;Department 35;Position 9;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;4;0;0;0;1;0;0;0;0;0;0
User 485;Department 5;Position 197;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 486;Department 23;Position 143;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 487;Department 22;Position 123;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 488;Department 30;Position 13;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;8;0;0;0;0;0;0;0;0;0;0
User 489;Department 21;Position 173;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 490;Department 31;Position 104;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;5;0;0;0;1;0;0;1;0;0;1
User 491;Department 31;Position 104;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;4;0;0;0;1;0;0;0;0;0;1
User 492;Department 36;Position 204;0;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;user;2;0;0;0;0;0;0;1;0;0;0
User 493;Department 22;Position 9;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 494;Department 24;Position 208;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 495;Department 47;Position 248;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 496;Department 48;Position 102;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 497;Department 26;Position 25;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;user;0;0;0;0;0;0;0;0;0;0;0
User 498;Department 32;Position 110;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;28;0;1;1;0;0;0;0;0;0;0
User 499;Department 32;Position 9;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;programmer;28;0;1;1;0;0;0;0;0;0;0
User 500;Department 48;Position 147;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 501;Department 26;Position 37;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;user;0;0;0;0;0;0;0;0;0;0;0
User 502;Department 49;Position 167;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 503;Department 30;Position 85;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;3;1;0;0;1;0;0;0;0;0;0
User 504;Department 12;Position 190;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;admin;0;0;0;0;0;0;0;0;0;0;0
User 505;Department 5;Position 96;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 506;Department 23;Position 81;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 507;Department 24;Position 2;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 508;Department 35;Position 1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 509;Department 19;Position 18;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 510;Department 30;Position 9;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;8;0;0;0;0;0;0;0;0;0;0
User 511;Department 46;Position 153;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 512;Department 32;Position 85;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;28;0;1;1;0;0;0;0;0;0;0
User 513;Department 41;Position 22;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;user;0;0;0;0;0;0;0;0;0;0;0
User 514;Department 45;Position 116;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;4;0;0;1;0;0;0;0;1;1;0
User 515;Department 28;Position 178;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 516;Department 5;Position 31;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 517;Department 35;Position 9;1;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;3;0;0;1;0;0;0;0;0;0;0
User 518;Department 27;Position 117;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 519;Department 30;Position 243;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;3;1;0;0;1;0;0;0;0;0;0
User 520;Department 16;Position 23;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;user;0;0;0;0;0;0;0;0;0;0;0
User 521;Department 30;Position 208;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;user;8;0;0;0;0;0;0;0;0;0;0
User 522;Department 12;Position 19;1;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 523;Department 24;Position 51;0;0;0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 524;Department 4;Position 224;0;0;0;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 525;Department 4;Position 30;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 526;Department 48;Position 160;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 527;Department 20;Position 177;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 528;Department 47;Position 167;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 529;Department 48;Position 222;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 530;Department 38;Position 205;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 531;Department 13;Position 16;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 532;Department 19;Position 122;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 533;Department 47;Position 167;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 534;Department 13;Position 91;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 535;Department 4;Position 34;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 536;Department 40;Position 127;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 537;Department 41;Position 232;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 538;Department 1;Position 98;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 539;Department 35;Position 208;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;user;3;0;0;1;0;0;0;0;0;0;0
User 540;Department 35;Position 208;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;user;3;1;0;0;1;0;0;0;0;0;0
User 541;Department 24;Position 208;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 542;Department 11;Position 3;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;user;1;0;0;0;0;0;0;1;0;0;0
User 543;Department 19;Position 93;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 544;Department 50;Position 101;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 545;Department 46;Position 111;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 546;Department 30;Position 13;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;8;0;0;0;0;0;0;0;0;0;0
User 547;Department 19;Position 37;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 548;Department 30;Position 201;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;8;0;0;0;0;0;0;0;0;0;0
User 549;Department 14;Position 70;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 550;Department 22;Position 87;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 551;Department 23;Position 81;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;user;1;0;0;1;0;0;0;0;0;0;0
User 552;Department 45;Position 115;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;4;0;0;1;0;0;0;0;1;1;0
User 553;Department 53;Position 255;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 554;Department 46;Position 24;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 555;Department 4;Position 179;0;0;0;0;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;user;0;0;0;0;0;0;0;0;0;0;0
User 556;Department 33;Position 9;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 557;Department 5;Position 97;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 558;Department 50;Position 188;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 559;Department 12;Position 13;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 560;Department 43;Position 105;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;user;28;0;1;1;0;0;0;0;0;0;0
User 561;Department 4;Position 62;0;0;0;0;1;0;0;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;user;0;0;0;0;0;0;0;0;0;0;0
User 562;Department 33;Position 186;1;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 563;Department 22;Position 86;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 564;Department 24;Position 206;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 565;Department 4;Position 207;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 566;Department 22;Position 87;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 567;Department 22;Position 86;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 568;Department 43;Position 193;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;user;28;0;1;1;0;0;0;0;0;0;0
User 569;Department 33;Position 13;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 570;Department 23;Position 53;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 571;Department 19;Position 14;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 572;Department 48;Position 147;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 573;Department 8;Position 197;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;programmer;28;0;1;1;0;0;0;0;0;0;0
User 574;Department 45;Position 65;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;4;0;0;1;0;0;0;0;1;1;0
User 575;Department 28;Position 89;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 576;Department 12;Position 17;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 577;Department 48;Position 253;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 578;Department 32;Position 237;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;programmer;28;0;1;1;0;0;0;0;0;0;0
User 579;Department 48;Position 147;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 580;Department 48;Position 147;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 581;Department 21;Position 208;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;user;2;0;0;0;0;0;0;0;0;0;0
User 582;Department 24;Position 208;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 583;Department 31;Position 237;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;2;0;0;0;1;0;0;0;0;0;0
User 584;Department 31;Position 237;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;programmer;2;0;0;0;1;0;0;0;0;0;0
User 585;Department 31;Position 237;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;programmer;2;0;0;0;1;0;0;0;0;0;0
User 586;Department 35;Position 238;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;2;0;0;0;1;0;0;0;0;0;0
User 587;Department 46;Position 111;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 588;Department 4;Position 224;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 589;Department 22;Position 246;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 590;Department 1;Position 64;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 591;Department 24;Position 2;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 592;Department 4;Position 68;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 593;Department 32;Position 12;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;28;0;1;1;0;0;0;0;0;0;0
User 594;Department 30;Position 13;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;8;0;0;0;0;0;0;0;0;0;0
User 595;Department 45;Position 15;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;4;0;0;1;0;0;0;0;1;1;0
User 596;Department 35;Position 9;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;3;0;0;0;0;0;0;0;0;0;0
User 597;Department 47;Position 167;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 598;Department 45;Position 211;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;4;0;0;1;0;0;0;0;1;1;0
User 599;Department 13;Position 73;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 600;Department 1;Position 98;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 601;Department 47;Position 187;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 602;Department 18;Position 140;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;user;1;0;0;0;0;0;1;0;0;0;0
User 603;Department 48;Position 221;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 604;Department 48;Position 129;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;0;0;0;0;0;0;0;0;0;0;0
User 605;Department 20;Position 78;0;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 606;Department 47;Position 167;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 607;Department 47;Position 167;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 608;Department 32;Position 12;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;programmer;29;0;1;1;0;0;0;0;0;0;0
User 609;Department 1;Position 98;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;user;0;0;0;0;0;0;0;0;0;0;0
User 610;Department 3;Position 69;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 611;Department 33;Position 85;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 612;Department 23;Position 181;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 613;Department 3;Position 235;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 614;Department 46;Position 111;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;user;5;0;1;0;0;0;0;0;0;0;0
User 615;Department 46;Position 111;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;user;0;0;0;0;0;0;0;0;0;0;0
User 616;Department 50;Position 159;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 617;Department 31;Position 12;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;6;0;1;0;0;1;0;0;0;1;0
User 618;Department 31;Position 12;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;6;0;1;0;0;1;0;0;0;1;0
User 619;Department 49;Position 168;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 620;Department 47;Position 168;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 621;Department 35;Position 12;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;user;2;0;0;0;0;0;0;0;0;0;0
User 622;Department 26;Position 54;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;user;0;0;0;0;0;0;0;0;0;0;0
User 623;Department 16;Position 49;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;user;0;0;0;0;0;0;0;0;0;0;0
User 624;Department 19;Position 37;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
User 625;Department 46;Position 37;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;user;0;0;0;0;0;0;0;0;0;0;0
